codCurso,Curso,Vagas,codInst
8405,Gestão da Qualidade,23,23,23,3012
9109,Engenharia Eletrotécnica,24,4,24,3012
9235,Secretariado e Comunicação Empresarial,24,25,24,3012
9769,Gestão Pública e Autárquica,20,20,20,3012
L021,Gestão Comercial,30,30,30,3012
9500,Enfermagem,82,83,82,3013
9504,Fisioterapia,40,40,40,3013
9890,Terapia da Fala,22,21,22,3013
L066,Imagem Médica e Radioterapia,25,25,25,3013
L135,Tecnologia e Sistemas de Produção,25,23,25,3014
L138,Design de Produto e Tecnologia,37,37,37,3014
9003,Agronomia,49,4,49,3021
9099,Engenharia do Ambiente,25,0,25,3021
9350,Ciência e Tecnologia dos Alimentos,25,1,25,3021
L157,Tecnologias Bioanalíticas,25,0,25,3021
9238,Serviço Social,49,27,49,3022
9563,Desporto,36,26,36,3022
9853,Educação Básica,20,3,20,3022
8437,Solicitadoria (regime de ensino a distância),27,14,27,3023
9119,Engenharia Informática,55,11,55,3023
9152,Gestão de Empresas,50,16,50,3023
9242,Solicitadoria,40,43,40,3023
9254,Turismo,40,29,40,3023
9994,Gestão de Empresas (regime pós-laboral),30,1,30,3023
8015,Solicitadoria (regime pós-laboral),35,38,35,3031
8402,Gestão Pública (regime de ensino a distância),20,9,20,3031
9056,Contabilidade,40,40,40,3031
9140,Finanças,30,31,30,3031
9152,Gestão de Empresas,40,40,40,3031
9242,Solicitadoria,40,41,40,3031
9759,Fiscalidade,30,30,30,3031
9869,Contabilidade (regime pós-laboral),30,30,30,3031
9990,Fiscalidade (regime pós-laboral),20,20,20,3031
9994,Gestão de Empresas (regime pós-laboral),30,31,30,3031
L140,Gestão Pública,25,26,25,3031
8311,Engenharia em Desenvolvimento de Jogos Digitais,30,30,30,3032
8409,Engenharia de Sistemas Informáticos,30,30,30,3032
8417,Engenharia de Sistemas Informáticos (regime pós-laboral),20,20,20,3032
8467,Informática Médica,20,7,20,3032
9104,Engenharia e Gestão Industrial,25,18,25,3032
9112,Engenharia Eletrotécnica e de Computadores,22,10,22,3032
9074,Design Industrial,40,41,40,3033
9470,Design Gráfico,40,40,40,3033
9873,Design Gráfico (regime pós-laboral),25,25,25,3033
8156,Gestão de Atividades Turísticas,45,45,45,3034
8341,Gestão de Atividades Turísticas (regime pós-laboral),30,31,30,3034
8401,Fitofarmácia e Plantas Aromáticas e Medicinais,25,0,25,3041
9085,Enfermagem Veterinária,60,8,60,3041
9086,Engenharia Agronómica,45,0,45,3041
9087,Engenharia Alimentar,25,0,25,3041
9099,Engenharia do Ambiente,35,0,35,3041
9129,Engenharia Zootécnica,23,1,23,3041
L029,Biologia e Biotecnologia,38,4,38,3041
8323,Línguas Estrangeiras: Inglês e Espanhol,30,17,30,3042
8374,Línguas para Relações Internacionais,60,67,60,3042
9082,Educação Ambiental,25,2,25,3042
9084,Educação Social,80,47,80,3042
9563,Desporto,66,69,66,3042
9853,Educação Básica,50,2,50,3042
9898,Arte e Design,55,36,55,3042
9933,Animação e Produção Artística,30,9,30,3042
L088,Relações Lusófonas e Língua Portuguesa,30,1,30,3042
L175,Música em Contextos Comunitários,30,7,30,3042
9056,Contabilidade,55,42,55,3043
9089,Engenharia Civil,40,1,40,3043
9112,Engenharia Eletrotécnica e de Computadores,49,1,49,3043
9119,Engenharia Informática,75,28,75,3043
9123,Engenharia Mecânica,52,3,52,3043
9125,Engenharia Química,24,2,24,3043
9147,Gestão,80,81,80,3043
9186,Informática de Gestão,49,1,49,3043
9910,Engenharia de Energias Renováveis,66,0,66,3043
9991,Gestão (regime pós-laboral),12,1,12,3043
A004,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",60,6,60,3043
L058,Tecnologia e Gestão Industrial,33,3,33,3043
L069,Tecnologia Biomédica,35,8,35,3043
8309,Design de Jogos Digitais,60,36,60,3045
9165,Gestão e Administração Pública,55,11,55,3045
9188,Informática e Comunicações,33,0,33,3045
9205,Marketing,44,35,44,3045
9213,Multimédia,60,18,60,3045
9242,Solicitadoria,79,59,79,3045
9254,Turismo,54,39,54,3045
9662,Comunicação e Jornalismo,25,25,25,3045
8397,Engenharia de Proteção Civil,20,0,20,3051
9003,Agronomia,27,2,27,3051
9085,Enfermagem Veterinária,29,15,29,3051
L093,Biotecnologia Alimentar,25,2,25,3051
L132,Produção de Alimentos e Nutrição Humana,25,0,25,3051
9238,Serviço Social,45,47,45,3052
9485,Secretariado,23,15,23,3052
9850,Desporto e Atividade Física,45,34,45,3052
9853,Educação Básica,34,5,34,3052
8463,Engenharia das Energias Renováveis,25,0,25,3053
9089,Engenharia Civil,25,0,25,3053
9111,Engenharia Eletrotécnica e das Telecomunicações,30,1,30,3053
