;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
ids;Código Curso;Nome do Curso;Vagas Iniciais;Colocados ;Vagas;Ano;Código Instit.;
4491;9224;Química Aplicada;32;32;32;2022;0903;
4492;9348;Biologia Celular e Molecular;65;65;65;2022;0903;
4493;9455;Engenharia Biomédica;60;60;60;2022;0903;
4494;L167;Matemática Aplicada à Gestão do Risco;25;25;25;2022;0903;
4495;L209;Engenharia Eletrotécnica e de Computadores;166;166;166;2022;0903;
4496;L231;Engenharia de Micro e Nanotecnologias;66;66;66;2022;0903;
4497;9081;Economia;195;195;195;2022;0904;
4498;9147;Gestão;290;290;290;2022;0904;
4499;8259;Sistemas e Tecnologias de Informação;48;48;48;2022;0906;
4500;9155;Gestão de Informação;69;69;69;2022;0906;
4501;L188;Ciência de Dados;50;50;50;2022;0906;
4502;9078;Direito;100;100;100;2022;0911;
4503;8183;Geografia e Planeamento;44;44;44;2022;1000;
4504;8184;Optometria e Ciências da Visão;35;31;35;2022;1000;
4505;8358;Direito (regime pós-laboral);15;15;15;2022;1000;
4506;8427;Educação (regime pós-laboral);25;25;25;2022;1000;
4507;8494;Design de Produto;33;33;33;2022;1000;
4508;9002;Administração Pública;41;41;41;2022;1000;
4509;9006;Arqueologia;21;21;21;2022;1000;
4510;9012;Biologia e Geologia;48;48;48;2022;1000;
4511;9015;Bioquímica;66;66;66;2022;1000;
4512;9019;Ciência Política;30;30;30;2022;1000;
4513;9023;Ciências da Comunicação;65;65;65;2022;1000;
4514;9056;Contabilidade;35;35;35;2022;1000;
4515;9078;Direito;110;110;110;2022;1000;
4516;9081;Economia;85;85;85;2022;1000;
4517;9089;Engenharia Civil;34;34;34;2022;1000;
4518;9096;Engenharia de Materiais;27;27;27;2022;1000;
4519;9098;Engenharia de Telecomunicações e Informática;36;18;36;2022;1000;
4520;9104;Engenharia e Gestão Industrial;68;68;68;2022;1000;
4521;9113;Engenharia Física;35;35;35;2022;1000;
4522;9119;Engenharia Informática;170;170;170;2022;1000;
4523;9123;Engenharia Mecânica;82;82;82;2022;1000;
4524;9126;Engenharia Química e Biológica;42;42;42;2022;1000;
4525;9127;Engenharia Têxtil;25;8;25;2022;1000;
4526;9134;Estudos Culturais;21;21;21;2022;1000;
4527;9139;Filosofia;27;27;27;2022;1000;
4528;9141;Física;27;17;27;2022;1000;
4529;9146;Geologia;21;21;21;2022;1000;
4530;9147;Gestão;94;94;94;2022;1000;
4531;9181;História;43;43;43;2022;1000;
4532;9192;Línguas Aplicadas;51;51;51;2022;1000;
4533;9195;Línguas e Literaturas Europeias;59;59;59;2022;1000;
4534;9205;Marketing;45;45;45;2022;1000;
4535;9209;Matemática;33;33;33;2022;1000;
4536;9219;Psicologia;67;67;67;2022;1000;
4537;9223;Química;24;10;24;2022;1000;
4538;9229;Relações Internacionais;67;67;67;2022;1000;
4539;9240;Sociologia;57;57;57;2022;1000;
4540;9243;Teatro;25;25;25;2022;1000;
4541;9257;Arquitetura;55;55;55;2022;1000;
4542;9353;Educação;50;50;50;2022;1000;
4543;9379;Ciências do Ambiente;40;40;40;2022;1000;
4544;9381;Estatística Aplicada;25;25;25;2022;1000;
4545;9397;Ciências da Computação;76;76;76;2022;1000;
4546;9455;Engenharia Biomédica;65;65;65;2022;1000;
4547;9499;Design e Marketing de Moda;30;30;30;2022;1000;
4548;9688;Biologia Aplicada;57;57;57;2022;1000;
4549;9785;Negócios Internacionais;33;33;33;2022;1000;
4550;9813;Medicina;120;120;120;2022;1000;
4551;9817;Artes Visuais;25;25;25;2022;1000;
4552;9853;Educação Básica;52;52;52;2022;1000;
4553;9917;Estudos Portugueses;32;32;32;2022;1000;
4554;L078;Criminologia e Justiça Criminal;35;35;35;2022;1000;
4555;L112;Proteção Civil e Gestão do Território;24;8;24;2022;1000;
4556;L147;Estudos Orientais: Estudos Chineses e Japoneses;38;38;38;2022;1000;
4557;L188;Ciência de Dados;31;31;31;2022;1000;
4558;L215;Engenharia e Gestão de Sistemas de Informação;140;140;140;2022;1000;
4559;L218;Engenharia Eletrónica Industrial e Computadores;88;67;88;2022;1000;
4560;L221;Engenharia Aeroespacial;30;30;30;2022;1000;
4561;L229;Engenharia de Polímeros;30;8;30;2022;1000;
4562;9554;Ciências da Nutrição;67;67;67;2022;1101;
4563;9257;Arquitetura;123;123;123;2022;1102;
4564;8258;Arquitetura Paisagista;27;27;27;2022;1103;
4565;9011;Biologia;131;131;131;2022;1103;
4566;9015;Bioquímica;102;102;102;2022;1103;
4567;9086;Engenharia Agronómica;24;6;24;2022;1103;
4568;9113;Engenharia Física;66;66;66;2022;1103;
4569;9141;Física;58;52;58;2022;1103;
4570;9146;Geologia;35;35;35;2022;1103;
4571;9209;Matemática;62;62;62;2022;1103;
4572;9223;Química;48;27;48;2022;1103;
4573;9385;Matemática Aplicada;40;40;40;2022;1103;
4574;9696;Ciência de Computadores;58;58;58;2022;1103;
4575;9709;Ciências e Tecnologia do Ambiente;42;42;42;2022;1103;
4576;L096;Engenharia Geoespacial;23;8;23;2022;1103;
4577;L227;Inteligência Artificial e Ciência de Dados;60;60;60;2022;1103;
4578;9081;Economia;208;208;208;2022;1104;
4579;9147;Gestão;208;208;208;2022;1104;
4580;9089;Engenharia Civil;121;121;121;2022;1105;
4581;9096;Engenharia de Materiais;27;27;27;2022;1105;
4582;9099;Engenharia do Ambiente;34;34;34;2022;1105;
4583;9104;Engenharia e Gestão Industrial;107;107;107;2022;1105;
4584;9123;Engenharia Mecânica;200;200;200;2022;1105;
4585;9125;Engenharia Química;63;63;63;2022;1105;
4586;9540;Bioengenharia;92;92;92;2022;1105;
4587;L209;Engenharia Eletrotécnica e de Computadores;230;230;230;2022;1105;
4588;L224;Engenharia Informática e Computação;283;283;283;2022;1105;
4589;L236;Engenharia de Minas e Geo-Ambiente;20;9;20;2022;1105;
4590;9494;Ciências Farmacêuticas;187;187;187;2022;1106;
4591;9006;Arqueologia;29;29;29;2022;1107;
4592;9023;Ciências da Comunicação;74;74;74;2022;1107;
4593;9040;Ciências da Linguagem;24;24;24;2022;1107;
4594;9139;Filosofia;55;55;55;2022;1107;
4595;9143;Geografia;69;69;69;2022;1107;
4596;9181;História;77;77;77;2022;1107;
4597;9182;História da Arte;38;38;38;2022;1107;
4598;9192;Línguas Aplicadas;52;52;52;2022;1107;
4599;9197;Línguas e Relações Internacionais;66;66;66;2022;1107;
4600;9204;Línguas, Literaturas e Culturas;79;79;79;2022;1107;
4601;9240;Sociologia;44;44;44;2022;1107;
4602;9694;Ciência da Informação;46;46;46;2022;1107;
4603;L251;Literatura e Estudos Interartes;42;42;42;2022;1107;
4604;9813;Medicina;245;245;245;2022;1108;
4605;9026;Ciências da Educação;52;52;52;2022;1109;
4606;9219;Psicologia;123;123;123;2022;1109;
4607;9708;Ciências do Meio Aquático;39;39;39;2022;1110;
4608;9813;Medicina;155;155;155;2022;1110;
4609;9847;Medicina Veterinária;61;61;61;2022;1110;
4610;9707;Ciências do Desporto;124;124;124;2022;1111;
4611;9548;Medicina Dentária;65;65;65;2022;1113;
4612;9066;Criminologia;51;51;51;2022;1114;
4613;9078;Direito;172;172;172;2022;1114;
4614;9086;Engenharia Agronómica;25;9;25;2022;1201;
4615;9129;Engenharia Zootécnica;25;25;25;2022;1201;
4616;9752;Enologia;36;36;36;2022;1201;
4617;9847;Medicina Veterinária;90;90;90;2022;1201;
4618;L237;Engenharia e Biotecnologia Florestal;26;1;26;2022;1201;
4619;9005;Animação Sociocultural;28;28;28;2022;1202;
4620;9023;Ciências da Comunicação;69;69;69;2022;1202;
4621;9081;Economia;53;53;53;2022;1202;
4622;9147;Gestão;70;70;70;2022;1202;
4623;9196;Línguas e Relações Empresariais;58;58;58;2022;1202;
4624;9204;Línguas, Literaturas e Culturas;37;37;37;2022;1202;
4625;9219;Psicologia;70;70;70;2022;1202;
4626;9238;Serviço Social;48;48;48;2022;1202;
4627;9254;Turismo;56;56;56;2022;1202;
4628;9803;Teatro e Artes Performativas;23;23;23;2022;1202;
4629;9853;Educação Básica;30;30;30;2022;1202;
4630;9052;Comunicação e Multimédia;66;66;66;2022;1203;
4631;9089;Engenharia Civil;12;4;12;2022;1203;
4632;9104;Engenharia e Gestão Industrial;25;16;25;2022;1203;
4633;9113;Engenharia Física;20;6;20;2022;1203;
4634;9119;Engenharia Informática;145;145;145;2022;1203;
4635;9123;Engenharia Mecânica;26;26;26;2022;1203;
4636;9455;Engenharia Biomédica;23;23;23;2022;1203;
4637;L193;Matemática Aplicada e Ciência de Dados;20;17;20;2022;1203;
4638;L209;Engenharia Eletrotécnica e de Computadores;26;9;26;2022;1203;
4639;L253;Design Sustentável;40;34;40;2022;1203;
4640;9011;Biologia;32;32;32;2022;1204;
4641;9012;Biologia e Geologia;20;20;20;2022;1204;
4642;9015;Bioquímica;50;50;50;2022;1204;
4643;9379;Ciências do Ambiente;20;20;20;2022;1204;
4644;9540;Bioengenharia;20;20;20;2022;1204;
4645;9554;Ciências da Nutrição;43;43;43;2022;1204;
4646;9707;Ciências do Desporto;124;124;124;2022;1204;
4647;9761;Genética e Biotecnologia;56;56;56;2022;1204;
4648;9841;Reabilitação Psicomotora;20;20;20;2022;1204;
4649;9069;Design;30;30;30;2022;1306;
4650;9196;Línguas e Relações Empresariais;40;40;40;2022;1306;
4651;9219;Psicologia;30;30;30;2022;1306;
4652;9720;Comunicação, Cultura e Organizações;36;35;36;2022;1306;
4653;9817;Artes Visuais;20;13;20;2022;1306;
4654;L150;Estudos de Cultura;39;8;39;2022;1306;
4655;9015;Bioquímica;27;26;27;2022;1307;
4656;9089;Engenharia Civil;20;3;20;2022;1307;
4657;9107;Engenharia Eletrónica e Telecomunicações;21;3;21;2022;1307;
4658;9119;Engenharia Informática;78;78;78;2022;1307;
4659;9209;Matemática;22;7;22;2022;1307;
4660;L208;Engenharia de Computadores;21;2;21;2022;1307;
4661;9026;Ciências da Educação;27;27;27;2022;1308;
4662;9081;Economia;40;14;40;2022;1308;
4663;9147;Gestão;55;55;55;2022;1308;
4664;9736;Educação Física e Desporto;30;30;30;2022;1308;
4665;9853;Educação Básica;25;20;25;2022;1308;
4666;8083;Ciclo Básico de Medicina;38;38;38;2022;1309;
4667;9011;Biologia;20;20;20;2022;1309;
4668;9500;Enfermagem;25;25;25;2022;1320;
4669;9076;Direção e Gestão Hoteleira;35;35;35;2022;1321;
4670;9069;Design;50;50;50;2022;1501;
4671;9071;Design de Moda;50;50;50;2022;1501;
4672;9257;Arquitetura;160;160;160;2022;1501;
4673;G008;Arquitectura, área de especializ. em Interiores e Reabilitação do Edificado;50;50;50;2022;1501;
4674;8399;Desenho;47;47;47;2022;1502;
4675;9070;Design de Comunicação;73;73;73;2022;1502;
4676;9072;Design de Equipamento;58;58;58;2022;1502;
4677;9754;Escultura;58;58;58;2022;1502;
4678;9790;Pintura;56;56;56;2022;1502;
4679;9904;Arte Multimédia;64;64;64;2022;1502;
4680;L010;Ciências da Arte e do Património;33;33;33;2022;1502;
4681;9011;Biologia;174;174;174;2022;1503;
4682;9015;Bioquímica;70;70;70;2022;1503;
4683;9113;Engenharia Física;40;40;40;2022;1503;
4684;9119;Engenharia Informática;105;105;105;2022;1503;
4685;9141;Física;40;40;40;2022;1503;
4686;9146;Geologia;76;76;76;2022;1503;
4687;9209;Matemática;50;50;50;2022;1503;
4688;9212;Meteorologia, Oceanografia e Geofísica;25;25;25;2022;1503;
4689;9223;Química;29;29;29;2022;1503;
4690;9226;Química Tecnológica;23;23;23;2022;1503;
4691;9381;Estatística Aplicada;32;32;32;2022;1503;
4692;9385;Matemática Aplicada;77;77;77;2022;1503;
4693;L079;Tecnologias de Informação;65;65;65;2022;1503;
4694;L096;Engenharia Geoespacial;20;9;20;2022;1503;
4695;L204;Engenharia Biomédica e Biofísica;44;44;44;2022;1503;
4696;L214;Engenharia da Energia e Ambiente;30;30;30;2022;1503;
4697;8358;Direito (regime pós-laboral);82;82;82;2022;1504;
4698;9078;Direito;458;458;458;2022;1504;
4699;9494;Ciências Farmacêuticas;218;218;218;2022;1505;
4700;8104;Estudos Artísticos, variante de Artes do Espetáculo;49;49;49;2022;1506;
4701;8413;Artes e Humanidades;63;63;63;2022;1506;
4702;8458;Estudos Gerais;66;66;66;2022;1506;
4703;9006;Arqueologia;36;36;36;2022;1506;
4704;9040;Ciências da Linguagem;33;33;33;2022;1506;
4705;9131;Estudos Africanos;20;20;20;2022;1506;
4706;9133;Estudos Clássicos;20;20;20;2022;1506;
4707;9135;Estudos Europeus;56;56;56;2022;1506;
4708;9139;Filosofia;46;46;46;2022;1506;
4709;9181;História;67;67;67;2022;1506;
4710;9182;História da Arte;40;40;40;2022;1506;
4711;9204;Línguas, Literaturas e Culturas;223;223;223;2022;1506;
4712;9252;Tradução;58;58;58;2022;1506;
4713;9914;Estudos Asiáticos;27;27;27;2022;1506;
4714;9917;Estudos Portugueses;20;20;20;2022;1506;
4715;L097;Estudos Comparatistas;20;20;20;2022;1506;
4716;L288;Estudos de Cultura e Comunicação Intercultural;56;56;56;2022;1506;
4717;9554;Ciências da Nutrição;32;32;32;2022;1507;
4718;9813;Medicina;295;295;295;2022;1507;
4719;9548;Medicina Dentária;70;70;70;2022;1508;
4720;9556;Higiene Oral;44;44;44;2022;1508;
4721;9791;Prótese Dentária;28;28;28;2022;1508;
4722;9847;Medicina Veterinária;109;109;109;2022;1509;
4723;9068;Dança;21;21;21;2022;1510;
4724;9162;Gestão do Desporto;35;35;35;2022;1510;
4725;9707;Ciências do Desporto;168;168;168;2022;1510;
4726;9841;Reabilitação Psicomotora;54;54;54;2022;1510;
4727;9219;Psicologia;151;151;151;2022;1511;
4728;L040;Educação e Formação;80;80;80;2022;1513;
4729;8411;Planeamento e Gestão do Território;52;52;52;2022;1514;
4730;9143;Geografia;115;115;115;2022;1514;
4731;8258;Arquitetura Paisagista;22;22;22;2022;1515;
4732;8377;Engenharia Florestal e dos Recursos Naturais;21;21;21;2022;1515;
4733;9011;Biologia;40;40;40;2022;1515;
4734;9086;Engenharia Agronómica;60;60;60;2022;1515;
4735;9087;Engenharia Alimentar;36;36;36;2022;1515;
4736;9099;Engenharia do Ambiente;21;21;21;2022;1515;
4737;9129;Engenharia Zootécnica;27;27;27;2022;1515;
4738;8014;Serviço Social (regime pós-laboral);32;32;32;2022;1516;
4739;8102;Administração Pública (regime pós-laboral);41;41;41;2022;1516;
4740;8109;Sociologia (regime pós-laboral);31;31;31;2022;1516;
4741;8111;Gestão de Recursos Humanos (regime pós-laboral);52;52;52;2022;1516;
4742;8363;Administração Pública e Políticas do Território (regime pós-laboral);34;34;34;2022;1516;
4743;8364;Relações Internacionais (regime pós-laboral);52;52;52;2022;1516;
4744;9002;Administração Pública;68;68;68;2022;1516;
4745;9019;Ciência Política;48;48;48;2022;1516;
4746;9023;Ciências da Comunicação;56;56;56;2022;1516;
4747;9157;Gestão de Recursos Humanos;66;66;66;2022;1516;
4748;9229;Relações Internacionais;70;70;70;2022;1516;
4749;9238;Serviço Social;58;58;58;2022;1516;
4750;9240;Sociologia;49;49;49;2022;1516;
4751;9448;Antropologia;44;44;44;2022;1516;
4752;9081;Economia;138;138;138;2022;1517;
4753;9147;Gestão;168;168;168;2022;1517;
4754;9210;Matemática Aplicada à Economia e à Gestão;60;60;60;2022;1517;
4755;A001;Gestão (ensino em Inglês);29;29;29;2022;1517;
4756;A006;Economia (ensino em Inglês);24;24;24;2022;1517;
4757;A013;Finanças (ensino em inglês);32;32;32;2022;1517;
4758;9089;Engenharia Civil;140;127;140;2022;1518;
4759;9096;Engenharia de Materiais;25;25;25;2022;1518;
4760;9099;Engenharia do Ambiente;31;31;31;2022;1518;
4761;9121;Engenharia Informática e de Computadores;183;183;183;2022;1518;
4762;9123;Engenharia Mecânica;160;160;160;2022;1518;
4763;9125;Engenharia Química;75;75;75;2022;1518;
4764;9257;Arquitetura;47;47;47;2022;1518;
4765;9345;Matemática Aplicada e Computação;62;62;62;2022;1518;
4766;9455;Engenharia Biomédica;97;97;97;2022;1518;
4767;9474;Engenharia Biológica;61;61;61;2022;1518;
4768;L162;Engenharia Naval e Oceânica;30;30;30;2022;1518;
4769;L209;Engenharia Eletrotécnica e de Computadores;220;167;220;2022;1518;
4770;L221;Engenharia Aeroespacial;130;130;130;2022;1518;
4771;L233;Engenharia Física Tecnológica;102;102;102;2022;1518;
4772;L239;Engenharia de Minas e Recursos Energéticos;20;18;20;2022;1518;
4773;9098;Engenharia de Telecomunicações e Informática;55;55;55;2022;1519;
4774;9104;Engenharia e Gestão Industrial;74;74;74;2022;1519;
4775;9121;Engenharia Informática e de Computadores;90;90;90;2022;1519;
4776;9912;Engenharia Eletrónica;34;34;34;2022;1519;
4777;8005;Marketing (regime pós-laboral);20;20;20;2022;3011;
4778;9056;Contabilidade;100;100;100;2022;3011;
4779;9140;Finanças;22;22;22;2022;3011;
4780;9205;Marketing;33;33;33;2022;3011;
4781;9869;Contabilidade (regime pós-laboral);20;20;20;2022;3011;
4782;9888;Finanças (regime pós-laboral);21;21;21;2022;3011;
4783;8016;Tecnologias da Informação;26;26;26;2022;3012;
4784;8405;Gestão da Qualidade;25;25;25;2022;3012;
4785;9235;Secretariado e Comunicação Empresarial;26;26;26;2022;3012;
4786;L021;Gestão Comercial;33;33;33;2022;3012;
4787;L140;Gestão Pública;21;21;21;2022;3012;
4788;L194;Eletrónica e Mecânica Industrial;33;33;33;2022;3012;
4789;9500;Enfermagem;90;90;90;2022;3013;
4790;9504;Fisioterapia;44;44;44;2022;3013;
4791;9890;Terapia da Fala;24;24;24;2022;3013;
4792;L066;Imagem Médica e Radioterapia;28;28;28;2022;3013;
4793;L135;Tecnologia e Sistemas de Produção;25;25;25;2022;3014;
4794;L138;Design de Produto e Tecnologia;39;39;39;2022;3014;
4795;9003;Agronomia;50;3;50;2022;3021;
4796;9099;Engenharia do Ambiente;25;0;25;2022;3021;
4797;9350;Ciência e Tecnologia dos Alimentos;25;1;25;2022;3021;
4798;L157;Tecnologias Bioanalíticas;25;0;25;2022;3021;
4799;9010;Audiovisual e Multimédia;30;17;30;2022;3022;
4800;9238;Serviço Social;50;50;50;2022;3022;
4801;9563;Desporto;30;30;30;2022;3022;
4802;9853;Educação Básica;20;14;20;2022;3022;
4803;8437;Solicitadoria (regime de ensino a distância);30;30;30;2022;3023;
4804;9119;Engenharia Informática;60;21;60;2022;3023;
4805;9152;Gestão de Empresas;30;30;30;2022;3023;
4806;9242;Solicitadoria;20;20;20;2022;3023;
4807;9254;Turismo;36;29;36;2022;3023;
4808;9994;Gestão de Empresas (regime pós-laboral);20;2;20;2022;3023;
4809;8015;Solicitadoria (regime pós-laboral);35;35;35;2022;3031;
4810;8402;Gestão Pública (regime de ensino a distância);20;20;20;2022;3031;
4811;9056;Contabilidade;40;40;40;2022;3031;
4812;9140;Finanças;30;30;30;2022;3031;
4813;9152;Gestão de Empresas;40;40;40;2022;3031;
4814;9242;Solicitadoria;40;40;40;2022;3031;
4815;9759;Fiscalidade;30;30;30;2022;3031;
4816;9869;Contabilidade (regime pós-laboral);30;30;30;2022;3031;
4817;9990;Fiscalidade (regime pós-laboral);20;20;20;2022;3031;
4818;9994;Gestão de Empresas (regime pós-laboral);30;30;30;2022;3031;
4819;L140;Gestão Pública;25;25;25;2022;3031;
4820;8311;Engenharia em Desenvolvimento de Jogos Digitais;31;31;31;2022;3032;
4821;8409;Engenharia de Sistemas Informáticos;31;31;31;2022;3032;
4822;8417;Engenharia de Sistemas Informáticos (regime pós-laboral);26;26;26;2022;3032;
4823;9104;Engenharia e Gestão Industrial;25;16;25;2022;3032;
4824;9112;Engenharia Eletrotécnica e de Computadores;25;3;25;2022;3032;
4825;L181;Engenharia Informática Médica;26;26;26;2022;3032;
4826;9074;Design Industrial;40;40;40;2022;3033;
4827;9470;Design Gráfico;40;40;40;2022;3033;
4828;9873;Design Gráfico (regime pós-laboral);25;25;25;2022;3033;
4829;L260;Design Audiovisual;25;25;25;2022;3033;
4830;8156;Gestão de Atividades Turísticas;45;45;45;2022;3034;
4831;8341;Gestão de Atividades Turísticas (regime pós-laboral);30;29;30;2022;3034;
4832;9173;Gestão Hoteleira;30;30;30;2022;3034;
4833;9085;Enfermagem Veterinária;66;66;66;2022;3041;
4834;9086;Engenharia Agronómica;50;0;50;2022;3041;
4835;9087;Engenharia Alimentar;25;0;25;2022;3041;
4836;9099;Engenharia do Ambiente;39;1;39;2022;3041;
4837;9129;Engenharia Zootécnica;28;0;28;2022;3041;
4838;9752;Enologia;20;2;20;2022;3041;
4839;L029;Biologia e Biotecnologia;39;37;39;2022;3041;
4840;8323;Línguas Estrangeiras: Inglês e Espanhol;40;40;40;2022;3042;
4841;8374;Línguas para Relações Internacionais;66;63;66;2022;3042;
4842;9082;Educação Ambiental;35;3;35;2022;3042;
4843;9084;Educação Social;90;64;90;2022;3042;
4844;9563;Desporto;65;46;65;2022;3042;
4845;9853;Educação Básica;60;17;60;2022;3042;
4846;9898;Arte e Design;61;59;61;2022;3042;
4847;9933;Animação e Produção Artística;33;4;33;2022;3042;
4848;L088;Relações Lusófonas e Língua Portuguesa;44;4;44;2022;3042;
4849;L175;Música em Contextos Comunitários;30;1;30;2022;3042;
4850;9056;Contabilidade;65;37;65;2022;3043;
4851;9089;Engenharia Civil;40;1;40;2022;3043;
4852;9104;Engenharia e Gestão Industrial;33;0;33;2022;3043;
4853;9112;Engenharia Eletrotécnica e de Computadores;50;1;50;2022;3043;
4854;9119;Engenharia Informática;100;47;100;2022;3043;
4855;9123;Engenharia Mecânica;53;1;53;2022;3043;
4856;9125;Engenharia Química;35;0;35;2022;3043;
4857;9147;Gestão;110;110;110;2022;3043;
4858;9186;Informática de Gestão;55;2;55;2022;3043;
4859;9910;Engenharia de Energias Renováveis;75;0;75;2022;3043;
4860;A004;Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês);65;14;65;2022;3043;
4861;L069;Tecnologia Biomédica;45;18;45;2022;3043;
4862;8309;Design de Jogos Digitais;66;30;66;2022;3045;
4863;9165;Gestão e Administração Pública;70;21;70;2022;3045;
4864;9188;Informática e Comunicações;40;1;40;2022;3045;
4865;9205;Marketing;44;44;44;2022;3045;
4866;9213;Multimédia;61;24;61;2022;3045;
4867;9242;Solicitadoria;60;60;60;2022;3045;
4868;9254;Turismo;54;17;54;2022;3045;
4869;9662;Comunicação e Jornalismo;33;33;33;2022;3045;
4870;8397;Engenharia de Proteção Civil;22;1;22;2022;3051;
4871;9003;Agronomia;20;8;20;2022;3051;
4872;9085;Enfermagem Veterinária;40;40;40;2022;3051;
4873;L093;Biotecnologia Alimentar;20;7;20;2022;3051;
4874;9238;Serviço Social;60;60;60;2022;3052;
4875;9485;Secretariado;40;10;40;2022;3052;
4876;9850;Desporto e Atividade Física;55;55;55;2022;3052;
4877;9853;Educação Básica;35;17;35;2022;3052;
4878;8463;Engenharia das Energias Renováveis;33;1;33;2022;3053;
4879;9089;Engenharia Civil;20;1;20;2022;3053;
4880;9104;Engenharia e Gestão Industrial;20;0;20;2022;3053;
4881;9111;Engenharia Eletrotécnica e das Telecomunicações;27;0;27;2022;3053;
4882;9119;Engenharia Informática;90;46;90;2022;3053;
4883;L275;Informática e Multimédia;35;1;35;2022;3053;
4884;9147;Gestão;45;26;45;2022;3054;
4885;9242;Solicitadoria;40;40;40;2022;3054;
4886;9254;Turismo;25;11;25;2022;3054;
4887;L021;Gestão Comercial;40;8;40;2022;3054;
4888;9725;Design de Interiores e Equipamento;45;45;45;2022;3055;
4889;9726;Design de Moda e Têxtil;42;42;42;2022;3055;
4890;L158;Design de Comunicação e Audiovisual;60;58;60;2022;3055;
4891;9016;Biotecnologia;44;44;44;2022;3061;
4892;9085;Enfermagem Veterinária;30;30;30;2022;3061;
4893;9619;Engenharia Agro-Pecuária;30;3;30;2022;3061;
4894;9673;Agricultura Biológica;22;5;22;2022;3061;
4895;L009;Ciências Florestais e Recursos Naturais;20;16;20;2022;3061;
4896;L015;Tecnologia Alimentar;27;20;27;2022;3061;
4897;L024;Tecnologia e Gestão Ambiental;30;26;30;2022;3061;
4898;L178;Turismo em Espaços Rurais e Naturais;46;27;46;2022;3061;
4899;8093;Animação Socioeducativa (regime pós-laboral);21;17;21;2022;3062;
4900;8114;Turismo (regime pós-laboral);24;24;24;2022;3062;
4901;8342;Comunicação Organizacional (regime pós-laboral);25;25;25;2022;3062;
4902;9054;Comunicação Social;38;38;38;2022;3062;
4903;9254;Turismo;35;35;35;2022;3062;
4904;9668;Gerontologia Social;42;42;42;2022;3062;
4905;9675;Animação Socioeducativa;38;38;38;2022;3062;
4906;9717;Comunicação Organizacional;43;43;43;2022;3062;
4907;9731;Desporto e Lazer;28;28;28;2022;3062;
4908;9774;Língua Gestual Portuguesa;30;30;30;2022;3062;
4909;9853;Educação Básica;50;50;50;2022;3062;
4910;9894;Comunicação e Design Multimédia;38;38;38;2022;3062;
4911;9898;Arte e Design;31;31;31;2022;3062;
4912;L095;Gastronomia;20;20;20;2022;3062;
4913;8029;Finanças e Contabilidade;30;30;30;2022;3063;
4914;8519;Secretariado de Direção e Administração;43;43;43;2022;3063;
4915;9061;Contabilidade e Auditoria;75;75;75;2022;3063;
4916;9152;Gestão de Empresas;100;100;100;2022;3063;
4917;9186;Informática de Gestão;41;41;41;2022;3063;
4918;9722;Contabilidade e Gestão Pública;40;40;40;2022;3063;
4919;9801;Solicitadoria e Administração;65;65;65;2022;3063;
4920;L023;Marketing e Negócios Internacionais;53;53;53;2022;3063;
4921;L056;Comércio e Relações Económicas Internacionais;34;34;34;2022;3063;
4922;9089;Engenharia Civil;20;7;20;2022;3064;
4923;9104;Engenharia e Gestão Industrial;25;25;25;2022;3064;
4924;9105;Engenharia Eletromecânica;24;12;24;2022;3064;
4925;9119;Engenharia Informática;140;140;140;2022;3064;
4926;9123;Engenharia Mecânica;60;40;60;2022;3064;
4927;9455;Engenharia Biomédica;35;27;35;2022;3064;
4928;9540;Bioengenharia;27;27;27;2022;3064;
4929;9770;Engenharia Informática (Curso Europeu);20;20;20;2022;3064;
4930;9885;Engenharia Informática (regime pós-laboral);20;20;20;2022;3064;
4931;L104;Engenharia Eletrotécnica e de Computadores (regime pós-laboral);18;0;18;2022;3064;
4932;L155;Gestão Sustentável das Cidades;25;25;25;2022;3064;
4933;L209;Engenharia Eletrotécnica e de Computadores;41;9;41;2022;3064;
4934;9058;Contabilidade e Administração;40;40;40;2022;3065;
4935;9119;Engenharia Informática;43;43;43;2022;3065;
4936;9147;Gestão;37;37;37;2022;3065;
4937;9205;Marketing;35;35;35;2022;3065;
4938;9895;Gestão do Território;25;10;25;2022;3065;
4939;L146;Gestão de Bioindústrias;10;10;10;2022;3065;
4940;8337;Imagem Animada;35;35;35;2022;3081;
4941;9023;Ciências da Comunicação;39;39;39;2022;3081;
4942;9070;Design de Comunicação;39;39;39;2022;3081;
4943;9084;Educação Social;32;32;32;2022;3081;
4944;9563;Desporto;40;40;40;2022;3081;
4945;9853;Educação Básica;30;30;30;2022;3081;
4946;9147;Gestão;75;75;75;2022;3082;
4947;9148;Gestão (regime noturno);23;23;23;2022;3082;
4948;9173;Gestão Hoteleira;48;48;48;2022;3082;
4949;9205;Marketing;32;32;32;2022;3082;
4950;9254;Turismo;63;63;63;2022;3082;
4951;9087;Engenharia Alimentar;21;2;21;2022;3083;
4952;9089;Engenharia Civil;21;6;21;2022;3083;
4953;9123;Engenharia Mecânica;21;15;21;2022;3083;
4954;L209;Engenharia Eletrotécnica e de Computadores;21;8;21;2022;3083;
4955;L269;Engenharia de Sistemas e Tecnologias Informáticas;21;14;21;2022;3083;
4956;9147;Gestão;30;30;30;2022;3087;
4957;9148;Gestão (regime noturno);20;11;20;2022;3087;
